,CRIM,ZN,CHAS,NOX,RM,DIS,RAD,TAX,PTRATIO,B,LSTAT,Price,Price_Est,SST,SSR,RMSE
37,0.08014,0,0,0.499,5.85,3.9342,5,279,19.2,396.9,8.77,21,23.16953648,2.349495227,0.405425297,4.706888555
38,0.17505,0,0,0.499,5.966,3.8473,5,279,19.2,393.43,10.13,24.7,22.98694247,4.696728429,0.206239639,2.934566101
39,0.02763,75,0,0.428,6.595,5.4011,3,252,18.3,395.63,4.32,30.8,31.37148394,68.34649127,78.12222196,0.326593891
40,0.03359,75,0,0.428,7.024,5.4011,3,252,18.3,395.62,1.98,34.9,34.22451527,152.9474794,136.6960582,0.456279615
41,0.12744,0,0,0.448,6.77,5.7209,3,233,17.9,385.41,4.84,26.6,28.00206107,16.5420644,29.91274752,1.965775255
42,0.1415,0,0,0.448,6.169,5.7209,3,233,17.9,383.37,5.81,25.3,25.18988137,7.65736084,7.060047799,0.012126113
43,0.15936,0,0,0.448,6.211,5.7209,3,233,17.9,394.46,7.44,24.7,24.59891155,4.696728429,4.268790788,0.010218876
44,0.12269,0,0,0.448,6.069,5.7209,3,233,17.9,389.39,9.55,21.2,22.91322237,1.776372698,0.144716371,2.935130903
45,0.17142,0,0,0.448,5.682,5.1004,3,233,17.9,396.9,10.21,19.3,22.08786819,10.45103673,0.197969941,7.772209056
46,0.18836,0,0,0.448,5.786,5.1004,3,233,17.9,396.9,14.15,20,20.4223543,6.415107875,4.454007763,0.178383151
47,0.22927,0,0,0.448,6.03,5.6894,3,233,17.9,392.74,18.8,16.6,17.99753175,35.19819088,20.56871544,1.953094998
48,0.25387,0,0,0.448,5.399,5.87,3,233,17.9,396.9,30.81,14.4,9.088735892,66.14253871,180.7430298,28.20952642
49,0.21977,0,0,0.448,5.602,6.0877,3,233,17.9,396.9,16.2,19.4,17.17438234,9.814475464,28.71270757,4.95337396
50,0.08873,21,0,0.439,5.963,6.8147,4,243,16.8,395.56,13.45,19.7,21.24139378,8.02479167,1.667746364,2.375894779
51,0.04337,21,0,0.439,6.115,6.8147,4,243,16.8,393.97,9.43,20.5,23.910219,4.132301551,1.897265685,11.62959364
52,0.0536,21,0,0.439,6.511,6.8147,4,243,16.8,396.9,5.28,25,27.61058267,6.087044634,25.78381262,6.815141877
53,0.04981,21,0,0.439,5.998,6.8147,4,243,16.8,396.9,8.43,23.4,24.01458271,0.752024872,2.195661246,0.377711903
54,0.0136,75,0,0.41,5.888,7.3197,3,469,21.1,396.9,14.8,18.9,15.45831037,13.19728179,50.048493,11.84522751
55,0.01311,90,0,0.403,7.249,8.6966,5,226,17.9,395.93,4.81,35.4,31.09282746,165.5646731,73.27396178,18.55173532
56,0.02055,85,0,0.41,6.383,9.1876,2,313,17.3,396.9,5.77,24.7,24.86611266,4.696728429,5.444318457,0.027593416
57,0.01432,100,0,0.411,6.816,8.3248,5,256,15.1,392.9,3.95,31.6,33.03803835,82.21400116,110.3599,2.067954302
58,0.15445,25,0,0.453,6.145,7.8148,8,284,19.7,390.68,6.86,23.3,21.74154766,0.588586136,0.626090274,2.428773696
59,0.10328,25,0,0.453,5.927,6.932,8,284,19.7,396.9,9.22,19.6,21.06061125,8.601352935,2.167358342,2.133385218
60,0.14932,25,0,0.453,5.741,7.2254,8,284,19.7,395.11,13.15,18.7,17.84009973,14.69040432,22.02149516,0.739428471
61,0.17171,25,0,0.453,5.966,6.8185,8,284,19.7,378.08,14.44,16,18.46787929,42.67755847,16.52363183,6.09042817
62,0.11027,25,0,0.453,6.456,7.2255,8,284,19.7,396.9,6.73,22.2,23.93406648,0.110760049,1.96353003,3.006986564
63,0.1265,25,0,0.453,6.762,7.9809,8,284,19.7,395.58,9.5,25,22.50813317,6.087044634,0.000608765,6.209400298
64,0.01951,17.5,0,0.4161,7.104,9.2229,3,216,18.6,393.24,8.05,33,23.34517709,109.5621434,0.659946255,93.2156055
65,0.03584,80,0,0.398,6.29,6.6115,4,337,16.1,396.9,4.67,23.5,30.36242289,0.935463607,61.30289563,47.09284798
66,0.04379,80,0,0.398,5.787,6.6115,4,337,16.1,396.9,10.24,19.4,25.53847431,9.814475464,9.034040065,37.6808669
67,0.05789,12.5,0,0.409,5.878,6.498,4,345,18.9,396.21,8.1,22,21.13702392,0.283882579,1.948208508,0.744727708
68,0.13554,12.5,0,0.409,5.594,6.498,4,345,18.9,396.9,13.09,17.4,17.44759526,26.34570076,25.85937153,0.002265309
69,0.12816,12.5,0,0.409,5.885,6.498,4,345,18.9,396.9,8.79,20.9,20.80184086,2.666056492,2.996241452,0.009635218
70,0.08826,0,0,0.413,6.417,5.2873,4,305,19.2,383.73,6.72,24.2,25.14117611,2.779534753,6.803592919,0.885812463
71,0.15876,0,0,0.413,5.961,5.2873,4,305,19.2,376.94,9.88,21.7,21.68544131,0.693566373,0.718027474,0.000211956
72,0.09164,0,0,0.413,6.065,5.2873,4,305,19.2,390.91,5.52,22.8,24.49654051,0.07139246,3.856251969,2.878249716
73,0.19539,0,0,0.413,6.245,5.2873,4,305,19.2,377.17,7.54,23.4,23.98614801,0.752024872,2.112202068,0.343569494
74,0.07896,0,0,0.437,6.273,4.2515,5,398,18.7,394.92,6.78,24.1,25.47202949,2.456096018,8.639032795,1.88246491
75,0.09512,0,0,0.437,6.286,4.5026,5,398,18.7,383.23,8.94,21.4,23.90734857,1.283250168,1.889366391,6.286796862
76,0.10153,0,0,0.437,6.279,4.0522,5,398,18.7,373.66,11.97,20,22.87987561,6.415107875,0.120457088,8.293683518
77,0.08707,0,0,0.437,6.14,4.0905,5,398,18.7,386.96,10.27,20.8,23.30796026,3.002617757,0.600863627,6.289864676
78,0.05646,0,0,0.437,6.232,5.0141,5,398,18.7,386.4,12.34,21.2,21.19537787,1.776372698,1.788714881,2.14E-05
79,0.08387,0,0,0.437,5.874,4.5026,5,398,18.7,396.06,9.1,20.3,22.37801187,4.985424081,0.023961322,4.31813334
80,0.04113,25,0,0.426,6.727,5.4007,4,281,19,396.9,5.29,28,28.41691982,29.89020669,34.62279161,0.173822135
81,0.04462,25,0,0.426,6.619,5.4007,4,281,19,395.63,7.22,23.9,26.9855397,1.869218547,19.82683453,9.520555253
82,0.03659,25,0,0.426,6.302,5.4007,4,281,19,396.9,6.72,24.8,26.05441395,5.140167164,12.4017203,1.573554368
83,0.03551,25,0,0.426,6.167,5.4007,4,281,19,390.64,7.51,22.9,25.07024303,0.134831196,6.438585016,4.709954792
84,0.05059,0,0,0.449,6.389,4.7794,3,247,18.5,396.9,9.62,23.9,24.82571206,1.869218547,5.257416732,0.856942825
85,0.05735,0,0,0.449,6.63,4.4377,3,247,18.5,392.3,6.53,26.6,27.82327447,16.5420644,27.9890532,1.496400429
86,0.05188,0,0,0.449,6.015,4.4272,3,247,18.5,395.99,12.86,22.5,22.22781577,0.001076255,0.093019239,0.074084256
87,0.07151,0,0,0.449,6.121,3.7476,3,247,18.5,395.15,8.44,22.2,25.9451764,0.110760049,11.64426951,14.02634624
88,0.0566,0,0,0.489,7.007,3.4217,2,270,17.8,396.9,5.5,23.6,30.75071017,1.138902342,67.53394362,51.13265594
89,0.05302,0,0,0.489,7.079,3.4145,2,270,17.8,396.06,5.7,28.7,30.92322888,38.03427784,70.3991907,4.942746662
90,0.04684,0,0,0.489,6.417,3.0923,2,270,17.8,392.18,8.81,22.6,27.22681753,0.00451499,22.03374124,21.40744049
91,0.03932,0,0,0.489,6.405,3.0921,2,270,17.8,393.55,8.2,22,27.51383904,0.283882579,24.81068694,30.40242098
92,0.04203,28,0,0.464,6.442,3.6659,4,270,18.2,395.01,8.16,22.9,28.76957522,0.134831196,38.89728624,34.45191324
93,0.02875,28,0,0.464,6.211,3.6659,4,270,18.2,396.33,6.21,25,28.92419117,6.087044634,40.84980025,15.39927634
94,0.04294,28,0,0.464,6.249,3.615,4,270,18.2,396.9,10.59,20.6,26.8594052,3.735740287,18.71945787,39.18015351
95,0.12204,0,0,0.445,6.625,3.4952,2,276,18,357.98,6.65,28.4,28.72318982,34.42396163,38.32084788,0.104451662
96,0.11504,0,0,0.445,6.163,3.4952,2,276,18,391.83,11.34,21.4,24.83142042,1.283250168,5.28362678,11.77464613
97,0.12083,0,0,0.445,8.069,3.4952,2,276,18,396.9,4.21,38.7,35.84993139,261.3781514,177.34582,8.122891093
98,0.08187,0,0,0.445,7.82,3.4952,2,276,18,393.53,3.57,43.8,35.21067925,452.2935268,160.728462,73.77643091
99,0.0686,0,0,0.445,7.416,3.4952,2,276,18,396.9,6.19,33.2,32.33840032,113.7890209,96.14967361,0.742354009
100,0.14866,0,0,0.52,6.727,2.7778,5,384,20.9,394.76,9.42,27.5,24.6497324,24.67301301,4.481375994,8.124025414
101,0.11432,0,0,0.52,6.781,2.8561,5,384,20.9,395.58,7.67,26.5,25.66403884,15.73862566,9.804617081,0.698831058
102,0.22876,0,0,0.52,6.405,2.7147,5,384,20.9,70.8,10.63,18.6,19.86594973,15.46696558,7.112124115,1.602628709
103,0.21161,0,0,0.52,6.137,2.7147,5,384,20.9,394.47,13.44,19.3,20.39060499,10.45103673,4.589026573,1.189419235
104,0.1396,0,0,0.52,6.167,2.421,5,384,20.9,392.69,12.33,20.1,21.51439686,5.918546611,1.037157837,2.000518478
105,0.13262,0,0,0.52,5.851,2.1069,5,384,20.9,394.05,16.47,19.5,18.63178896,9.1979142,15.21793646,0.753790407
106,0.1712,0,0,0.52,5.836,2.211,5,384,20.9,395.67,18.66,19.5,17.28576482,9.1979142,27.53144455,4.902837432
107,0.13117,0,0,0.52,6.127,2.1224,5,384,20.9,387.69,14.09,20.4,20.84269089,4.548862816,2.856490174,0.195975226
108,0.12802,0,0,0.52,6.474,2.4329,5,384,20.9,395.24,12.27,19.8,22.7200512,7.468230405,0.035060644,8.526699022
109,0.26363,0,0,0.52,6.229,2.5451,5,384,20.9,391.23,15.55,19.4,19.85505714,9.814475464,7.170340704,0.207076999
110,0.10793,0,0,0.52,6.195,2.7778,5,384,20.9,393.49,13,21.7,20.74897733,0.693566373,3.182045887,0.904444123
111,0.10084,0,0,0.547,6.715,2.6775,6,432,17.8,395.59,10.16,22.8,26.57820769,0.07139246,16.36527224,14.27485338
112,0.12329,0,0,0.547,5.913,2.3534,6,432,17.8,394.95,16.21,18.8,20.84299298,13.93384305,2.855469124,4.173820333
113,0.22212,0,0,0.547,6.092,2.548,6,432,17.8,396.9,17.09,18.7,20.78053379,14.69040432,3.070459027,4.32862086
114,0.14231,0,0,0.547,6.254,2.2565,6,432,17.8,388.74,10.45,18.5,25.23434245,16.26352685,7.298297418,45.35136818
115,0.17134,0,0,0.547,5.928,2.4631,6,432,17.8,344.91,15.76,18.3,20.50085717,17.91664938,4.128817349,4.8437723
116,0.13158,0,0,0.547,6.176,2.7301,6,432,17.8,393.3,12.04,21.2,23.44351206,1.776372698,0.829384934,5.033346354
117,0.15098,0,0,0.547,6.021,2.7474,6,432,17.8,394.51,10.3,19.2,23.74691439,11.10759799,1.474058391,20.67443045
118,0.13058,0,0,0.547,5.872,2.4775,6,432,17.8,338.63,15.37,20.4,20.41630108,4.548862816,4.479594457,0.000265725
119,0.14476,0,0,0.547,5.731,2.7592,6,432,17.8,391.5,13.61,19.3,20.86971178,10.45103673,2.765883476,2.46399506
120,0.06899,0,0,0.581,5.87,2.2577,2,188,19.1,389.15,14.37,22,21.59547169,0.283882579,0.878596209,0.16364315
121,0.07165,0,0,0.581,6.004,2.1974,2,188,19.1,377.67,14.27,20.3,22.14010356,4.985424081,0.154215461,3.385981112
122,0.09299,0,0,0.581,5.961,2.0869,2,188,19.1,378.09,17.93,20.5,20.23045485,4.132301551,5.300822292,0.072654586
123,0.15038,0,0,0.581,5.856,1.9444,2,188,19.1,370.31,25.41,17.3,16.05637353,27.38226203,41.94418176,1.546606802
124,0.09849,0,0,0.581,5.879,2.0063,2,188,19.1,379.38,17.58,18.8,20.23334607,13.93384305,5.287517442,2.054480968
125,0.16902,0,0,0.581,5.986,1.9929,2,188,19.1,385.02,14.81,21.4,22.152528,1.283250168,0.144611602,0.566298394
126,0.38735,0,0,0.581,5.613,1.7572,2,188,19.1,359.29,27.26,15.7,14.31703462,46.68724226,67.49890469,1.912593242
127,0.25915,0,0,0.624,5.693,1.7883,4,437,21.2,392.11,17.19,16.2,15.08262653,40.10443594,55.50517896,1.248523471
128,0.32543,0,0,0.624,6.431,1.8125,4,437,21.2,396.9,15.39,18,18.83012624,20.54633317,13.70983982,0.689109571
129,0.88125,0,0,0.624,5.637,1.9799,4,437,21.2,396.9,18.34,14.3,13.95985697,67.77909997,73.49546063,0.115697281
130,0.34006,0,0,0.624,6.458,2.1185,4,437,21.2,395.04,12.6,19.2,19.91517335,11.10759799,6.852002408,0.511472915
131,1.19294,0,0,0.624,6.326,2.271,4,437,21.2,396.9,12.26,19.6,19.2882552,8.601352935,10.52711197,0.097184818
132,0.59005,0,0,0.624,6.372,2.3274,4,437,21.2,385.76,11.12,23,19.9364558,0.218269931,6.741036044,9.385303065
133,0.32982,0,0,0.624,5.822,2.4699,4,437,21.2,388.69,15.03,18.4,15.64495798,17.08008811,47.44245478,7.590256521
134,0.97617,0,0,0.624,5.757,2.346,4,437,21.2,262.76,17.31,15.6,13.15005817,48.06380353,88.03596289,6.002214961
135,0.55778,0,0,0.624,6.335,2.1107,4,437,21.2,394.67,16.96,18.1,17.15364176,19.64977191,28.93541143,0.895593922
136,0.32264,0,0,0.624,5.942,1.9669,4,437,21.2,378.25,16.9,17.4,15.77840239,26.34570076,45.62197245,2.629578796
137,0.35233,0,0,0.624,6.454,1.8498,4,437,21.2,394.08,14.59,17.1,19.25082337,29.51538456,10.77141212,4.62604116
138,0.2498,0,0,0.624,5.857,1.6686,4,437,21.2,392.04,21.32,13.3,13.72678966,85.24471262,77.54592949,0.182149414
139,0.54452,0,0,0.624,6.151,1.6687,4,437,21.2,396.9,18.46,17.8,16.35219714,22.3994557,38.19992986,2.096133116
140,0.2909,0,0,0.624,6.174,1.6119,4,437,21.2,388.08,24.16,14,13.49106571,72.80878376,81.75307333,0.259014112
141,1.62864,0,0,0.624,5.019,1.4394,4,437,21.2,396.9,34.41,14.4,3.938073444,66.14253871,345.7640909,109.4519073
142,3.32105,0,1,0.871,5.403,1.3216,5,403,14.7,396.9,26.82,13.4,14.63668266,83.40815135,62.34876892,1.529384002
143,4.0974,0,0,0.871,5.468,1.4118,5,403,14.7,396.9,26.42,15.6,12.15532878,48.06380353,107.6920402,11.86575981
144,2.77974,0,0,0.871,4.903,1.3459,5,403,14.7,396.9,29.29,11.8,8.748766054,115.1931316,189.9997662,9.310028593
145,2.37934,0,0,0.871,6.13,1.4191,5,403,14.7,172.91,27.8,13.8,12.04303397,76.26190629,110.035324,3.086929617
146,2.15505,0,0,0.871,5.628,1.5166,5,403,14.7,169.27,16.65,15.6,15.80654356,48.06380353,45.24261077,0.042660242
147,2.36862,0,0,0.871,4.926,1.4608,5,403,14.7,391.71,29.53,14.6,8.535566032,62.92941618,195.9227358,36.77735935
148,2.33099,0,0,0.871,5.186,1.5296,5,403,14.7,356.99,28.32,17.8,9.734813364,22.3994557,163.7886238,65.04723547
149,2.73397,0,0,0.871,5.597,1.5257,5,403,14.7,351.85,21.45,15.4,14.80186946,50.87692606,59.76738477,0.35776014
150,1.6566,0,0,0.871,6.122,1.618,5,403,14.7,372.8,14.1,21.5,20.81266516,1.066688903,2.958885624,0.472429182
151,1.49632,0,0,0.871,5.404,1.5916,5,403,14.7,341.6,13.28,19.6,18.27826999,8.601352935,18.1010794,1.746970214
152,1.12658,0,1,0.871,5.012,1.6102,5,403,14.7,343.28,12.12,15.3,20.14089839,52.31348732,5.721223575,23.4342972
153,2.14918,0,0,0.871,5.709,1.6232,5,403,14.7,261.95,15.79,19.4,17.26734765,9.814475464,27.72505507,4.548206054
154,1.41385,0,1,0.871,6.129,1.7494,5,403,14.7,321.02,15.12,17,22.37354368,30.61194582,0.02536459,28.87497168
155,3.53501,0,1,0.871,6.152,1.7455,5,403,14.7,88.01,15.02,15.6,20.12213527,48.06380353,5.81133495,20.44970736
156,2.44668,0,0,0.871,5.272,1.7364,5,403,14.7,88.63,16.14,13.1,13.61003981,88.97783515,79.6157623,0.260140606
157,1.22358,0,0,0.605,6.943,1.8773,5,403,14.7,363.43,4.59,41.3,33.09846202,352.2075585,111.6330802,67.26522527
158,1.34284,0,0,0.605,6.066,1.7573,5,403,14.7,353.89,6.43,24.3,28.88034903,3.122973488,40.29129845,20.97959727
159,1.42502,0,0,0.871,6.51,1.7659,5,403,14.7,364.31,7.39,23.3,25.5197079,0.588586136,8.921581036,4.92710317
160,1.27346,0,1,0.605,6.25,1.7984,5,403,14.7,338.92,5.5,27,32.59151126,19.95581934,101.1775449,31.26499813
161,1.46336,0,0,0.605,7.489,1.9709,5,403,14.7,374.43,1.73,50,36.60536275,754.4467284,198.0368442,179.4163072
162,1.83377,0,1,0.605,7.802,2.0407,5,403,14.7,389.61,1.92,50,40.41150064,754.4467284,319.6477105,91.93931994
163,1.51902,0,1,0.605,8.375,2.162,5,403,14.7,388.45,3.32,50,41.70044383,754.4467284,367.3983276,68.88263259
164,2.24236,0,0,0.605,5.854,2.422,5,403,14.7,395.11,11.64,22.7,24.64530418,0.027953725,4.462647174,3.784208337
165,2.924,0,0,0.605,6.101,2.2834,5,403,14.7,240.16,9.81,25,25.23262082,6.087044634,7.288998312,0.054112446
166,2.01019,0,0,0.605,7.929,2.0459,5,403,14.7,369.3,3.7,50,37.02960687,754.4467284,210.1572262,168.2310978
167,1.80028,0,0,0.605,5.877,2.4259,5,403,14.7,227.61,12.14,23.8,22.95579092,1.605779812,0.178915967,0.712688974
168,2.3004,0,0,0.605,6.319,2.1,5,403,14.7,297.09,11.1,23.8,26.25802404,1.605779812,13.87724703,6.041882181
169,2.44953,0,0,0.605,6.402,2.2625,5,403,14.7,330.04,11.32,22.3,26.5062904,0.054198785,15.78857569,17.69287891
170,1.20742,0,0,0.605,5.875,2.4259,5,403,14.7,292.29,14.43,17.4,22.41722374,26.34570076,0.013359333,25.17253408
171,2.3139,0,0,0.605,5.88,2.3887,5,403,14.7,348.13,12.03,19.1,24.14536975,11.78415926,2.600360803,25.45575591
172,0.13914,0,0,0.51,5.572,2.5961,5,296,16.6,396.9,14.69,23.1,23.07904995,0.321708666,0.298382103,0.000438904
173,0.09178,0,0,0.51,6.416,2.6463,5,296,16.6,395.5,9.04,23.6,29.15747064,1.138902342,43.88617727,30.88547989
174,0.08447,0,0,0.51,5.859,2.7019,5,296,16.6,393.23,9.64,22.6,26.62310672,0.00451499,16.73055734,16.1853877
175,0.06664,0,0,0.51,6.546,3.1323,5,296,16.6,390.96,5.33,29.4,30.82557561,47.15834898,68.7700225,2.032265831
176,0.07022,0,0,0.51,6.02,3.5549,5,296,16.6,393.23,10.11,23.2,25.71781392,0.445147401,10.1442734,6.339386946
177,0.05425,0,0,0.51,6.315,3.3175,5,296,16.6,395.6,6.29,24.6,29.21375705,4.273289694,44.6351026,21.28675412
178,0.06642,0,0,0.51,6.86,2.9153,5,296,16.6,391.27,6.92,29.9,31.51516676,54.27554266,80.68279904,2.608763669
179,0.0578,0,0,0.488,6.98,2.829,3,193,17.8,396.9,5.04,37.2,32.99863218,215.1265703,109.5335108,17.65149156
180,0.06588,0,0,0.488,7.765,2.741,3,193,17.8,395.56,7.56,39.8,34.78395591,298.1559774,150.0906661,25.16069833
181,0.06888,0,0,0.488,6.144,2.5979,3,193,17.8,396.9,9.45,36.2,27.85959048,186.792183,28.37462942,69.56243099
182,0.09103,0,0,0.488,7.155,2.7006,3,193,17.8,394.12,4.82,37.9,33.94109073,236.1506415,130.148953,15.67296262
183,0.10008,0,0,0.488,6.563,2.847,3,193,17.8,396.9,5.68,32.5,31.04744923,99.34494977,72.49914378,2.109903745
184,0.08308,0,0,0.488,5.604,2.9879,3,193,17.8,391,13.98,26.4,22.8007862,14.95518693,0.071813213,12.95433999
185,0.06047,0,0,0.488,6.153,3.2797,3,193,17.8,387.11,13.15,29.6,24.85232666,49.94522645,5.380174598,22.54040212
186,0.05602,0,0,0.488,7.831,3.1992,3,193,17.8,392.63,4.45,50,35.95001219,754.4467284,180.0214133,197.4021574
187,0.07875,45,0,0.437,6.782,3.7886,5,398,15.2,393.87,6.68,32,33.51428248,89.6277561,120.5928186,2.293051429
188,0.12579,45,0,0.437,6.556,4.5667,5,398,15.2,382.84,4.56,29.8,32.49388487,52.81210392,99.22308588,7.257015714
189,0.0837,45,0,0.437,7.185,4.5667,5,398,15.2,396.9,5.39,34.9,34.58665383,152.9474794,145.2952397,0.098185822
190,0.09068,45,0,0.437,6.951,6.4798,5,398,15.2,377.68,5.1,37,30.81344643,209.2996929,68.56900053,38.2734451
191,0.06911,45,0,0.437,6.739,6.4798,5,398,15.2,389.71,4.69,30.5,30.33599042,63.47617507,60.88968197,0.026899144
192,0.08664,45,0,0.437,7.178,6.4798,5,398,15.2,390.49,2.87,36.4,32.96137856,192.2990604,108.755119,11.82411738
193,0.02187,60,0,0.401,6.8,6.2196,1,265,15.6,393.37,5.03,31.1,32.12269937,73.39680748,91.96604867,1.045914005
194,0.01439,60,0,0.401,6.604,6.2196,1,265,15.6,376.7,4.38,29.1,31.5630556,43.12803278,81.54540206,6.066642908
195,0.01381,80,0,0.422,7.875,5.6484,4,255,14.4,394.23,2.97,50,40.85118132,754.4467284,335.5628623,83.70088331
196,0.04011,80,0,0.404,7.287,7.309,2,329,12.6,396.9,4.08,33.3,36.12302498,115.9324597,184.694043,7.969470015
197,0.04666,80,0,0.404,7.107,7.309,2,329,12.6,354.31,8.61,30.3,32.67456196,60.3292976,102.8552073,5.638544483
198,0.03768,80,0,0.404,7.274,7.309,2,329,12.6,392.2,6.62,34.6,34.70275359,145.6171632,148.1076164,0.0105583
199,0.0315,95,0,0.403,6.975,7.6534,3,402,17,396.9,4.56,34.9,30.15090122,152.9474794,58.03536984,22.55393922
200,0.01778,95,0,0.403,7.135,7.6534,3,402,17,384.3,4.45,32.9,30.70095047,107.4787047,66.71857876,4.835818844
201,0.03445,82.5,0,0.415,6.162,6.27,2,348,14.7,393.77,7.43,24.1,29.32944882,2.456096018,46.19434922,27.34713496
202,0.02177,82.5,0,0.415,7.61,6.27,2,348,14.7,395.38,3.11,42.3,37.10814513,390.7419458,212.4405014,26.95535697
203,0.0351,95,0,0.4161,7.853,5.118,4,224,14.7,392.78,3.81,48.5,41.97586576,674.2951474,378.0325602,42.56432758
204,0.02009,95,0,0.4161,8.034,5.118,4,224,14.7,390.55,2.88,50,43.13086144,754.4467284,424.2798747,47.1850645
